rsFC,Cluster Size,Peak T,Peak Coordinate,Peak Coordinate,Peak Coordinate,Identified Brain Regions,10–20 System Locations
rsFC,Cluster Size,Peak T,x,y,z,Identified Brain Regions,10–20 System Locations
Brain regions from resting state functional connectivity analysis *,Brain regions from resting state functional connectivity analysis *,Brain regions from resting state functional connectivity analysis *,Brain regions from resting state functional connectivity analysis *,Brain regions from resting state functional connectivity analysis *,Brain regions from resting state functional connectivity analysis *,Brain regions from resting state functional connectivity analysis *,Brain regions from resting state functional connectivity analysis *
Positive,108,8.54,−48,−21,6,L Superior temporal gyrus,~1 cm posterior and superior to T3
Positive,60,7.28,60,−33,15,R Superior temporal gyrus,~2 cm posterior and superior to T4
Positive,79,7.48,54,3,−12,R Middle temporal gyrus,~3 cm anterior and inferior to T4
Positive,771,16.50,−9,42,−6,L Medial prefrontal cortex,~1 cm left inferior to Fp1
Positive,297,8.16,9,−60,30,R Precuneus,~midpoint to Pz–O2
Negative,768,−7.21,−48,42,3,L Inferior/Middle frontal gyrus/Precentral gyrus,"~1 cm anterior to F7, on the line F7–Fp1"
Negative,273,−6.07,−48,−45,51,L Inferior parietal gyrus,~2 cm anterior to P3
Negative,31,−4.43,−57,−51,−6,L Inferior temporal gyrus,~1 cm anterior and inferior to T5
Negative,273,−5.83,45,57,−9,R Inferior frontal gyrus,~1 cm anterior to F8
Overlapping brain regions from functional and anatomical connectivity analysis †,Overlapping brain regions from functional and anatomical connectivity analysis †,Overlapping brain regions from functional and anatomical connectivity analysis †,Overlapping brain regions from functional and anatomical connectivity analysis †,Overlapping brain regions from functional and anatomical connectivity analysis †,Overlapping brain regions from functional and anatomical connectivity analysis †,Overlapping brain regions from functional and anatomical connectivity analysis †,Overlapping brain regions from functional and anatomical connectivity analysis †
Positive,524,16.50,−9,42,−6,Bil Medial prefrontal cortex,~1 cm left anterior to Fp1
Negative,−,−,−,−,−,−,−
