rsFC,Cluster Size,Peak T,Peak Coordinate,Peak Coordinate,Peak Coordinate,Identified Brain Regions,10–20 System Locations
rsFC,Cluster Size,Peak T,x,y,z,Identified Brain Regions,10–20 System Locations
Brain regions from resting state functional connectivity analysis *,Brain regions from resting state functional connectivity analysis *,Brain regions from resting state functional connectivity analysis *,Brain regions from resting state functional connectivity analysis *,Brain regions from resting state functional connectivity analysis *,Brain regions from resting state functional connectivity analysis *,Brain regions from resting state functional connectivity analysis *,Brain regions from resting state functional connectivity analysis *
Positive,717,25.43,−27,3,−21,L Superior/Middle temporal gyrus,~3 cm inferior and anterior to T3
Positive,414,15.67,27,6,−21,R Superior temporal gyrus,~3 cm inferior and anterior to T4
Positive,36,11.49,33,33,−15,R Orbitofrontal cortex,~3 cm inferior to F8
Positive,144,12.05,−3,42,−15,Bil Medial prefrontal cortex,~0.5 cm inferior to the midpoint of Fp1–Fp2
Negative,158,−6.02,−33,54,12,L Middle/Superior frontal gyrus,~1 cm right superior to Fp1
Negative,46,−5.17,−39,39,30,L Middle frontal gyrus,~1 cm anterior and inferior to F3
Negative,54,−7.19,3,33,36,Bil Medial superior frontal gyrus,~1 cm posterior to Fz
Negative,156,−7.39,21,15,63,R Superior frontal gyrus,~midpoint to F4–Cz
Negative,249,−8.18,48,−45,36,R Supramarginal gyrus,~midpoint to P4–T4
Negative,658,−8.78,33,57,21,R Middle frontal gyrus,~midpoint to F4–Fp2
Negative,732,−7.92,12,−69,45,R Precuneus,~midpoint to Cz–O2
Overlapping brain regions from functional and anatomical connectivity analysis †,Overlapping brain regions from functional and anatomical connectivity analysis †,Overlapping brain regions from functional and anatomical connectivity analysis †,Overlapping brain regions from functional and anatomical connectivity analysis †,Overlapping brain regions from functional and anatomical connectivity analysis †,Overlapping brain regions from functional and anatomical connectivity analysis †,Overlapping brain regions from functional and anatomical connectivity analysis †,Overlapping brain regions from functional and anatomical connectivity analysis †
Positive,66,11.29,−3,45,−15,Bil Medial prefrontal cortex,~1 cm inferior to the midpoint of Fp2–Fp1
Negative,211,−7.44,−3,−75,48,Bil Precuneus,~midpoint to Cz–O1
