rsFC,Cluster Size,Peak T,Peak Coordinate,Peak Coordinate,Peak Coordinate,Identified Brain Regions,10–20 System Locations
rsFC,Cluster Size,Peak T,x,y,z,Identified Brain Regions,10–20 System Locations
Brain regions from resting state functional connectivity analysis *,Brain regions from resting state functional connectivity analysis *,Brain regions from resting state functional connectivity analysis *,Brain regions from resting state functional connectivity analysis *,Brain regions from resting state functional connectivity analysis *,Brain regions from resting state functional connectivity analysis *,Brain regions from resting state functional connectivity analysis *,Brain regions from resting state functional connectivity analysis *
Positive,34,7.10,−24,42,39,L Superior frontal gyrus,~midpoint to F7–Fz
Positive,147,8.77,−60,−21,9,L Superior temporal gyrus,~1 cm posterior and superior to T3
Positive,383,7.59,57,−15,6,R Superior temporal gyrus,~close to T4
Positive,56,8.18,24,33,−15,R Orbitofrontal cortex,~1 cm inferior to Fp2
Positive,713,18.17,−3,45,−6,Bil Medial prefrontal cortex,~midpoint to Fp1–Fp2
Negative,409,−6.20,−48,51,−3,L Middle/Inferior frontal gyrus,~0.5 cm inferior to the midpoint of Fp1–F7
Negative,147,−4.69,−48,−48,51,L Inferior parietal gyrus,~2 cm anterior to P3
Negative,40,−5.41,−6,36,45,L Medial superior frontal gyrus,~1 cm left posterior to Fz
Negative,31,−4.66,33,15,60,R Middle frontal gyrus,~midpoint to Fz–C4
Negative,38,−4.63,57,18,30,R Inferior frontal gyrus,~midpoint to C4–F8
Overlapping brain regions from functional and anatomical connectivity analysis †,Overlapping brain regions from functional and anatomical connectivity analysis †,Overlapping brain regions from functional and anatomical connectivity analysis †,Overlapping brain regions from functional and anatomical connectivity analysis †,Overlapping brain regions from functional and anatomical connectivity analysis †,Overlapping brain regions from functional and anatomical connectivity analysis †,Overlapping brain regions from functional and anatomical connectivity analysis †,Overlapping brain regions from functional and anatomical connectivity analysis †
Positive,586,18.17,−3,45,−6,Bil Medial prefrontal cortex,~0.5 cm inferior to the midpoint of Fp2–Fp1
Negative,−,−,−,−,−,−,−
