Unnamed: 0_level_0,NGM (n = 39),Prediabetes (n = 23),T2D,T2D,p-Value
Unnamed: 0_level_1,NGM (n = 39),Prediabetes (n = 23),Duration < 10 years (n = 59),Duration ≥ 10 years (n = 24),p-Value
Age (years),57.0 ± 8.2,58.3 ± 6.9,55.5 ± 7.4,59.7 ± 6.5,0.10???
"Sex (male/female, n)",18/21,11/12,35/24,13/11,0.58???
Education (years),11.6 ± 3.5,11.9 ± 3.5,12.0 ± 3.7,12.2 ± 3.6,0.93???
BMI (kg/m2),24.5 ± 2.4,25.8 ± 3.3,25.3 ± 3.1,24.8 ± 2.2,0.30???
Systolic BP (mmHg),125.2 ± 18.6,131.2 ± 13.3,132.7 ± 15.6,130.0 ± 15.4,0.16???
Diastolic BP (mmHg),75.8 ± 12.3,79.6 ± 10.5,79.9 ± 9.6,74.5 ± 10.4,0.08???
Total cholesterol (mmol/l),5.2 ± 0.9,5.1 ± 0.9,5.0 ± 1.1,4.7 ± 1.0,0.33???
TG (mmol/l),1.6 ± 0.7,2.6 ± 2.4,2.6 ± 2.3,1.7 ± 1.5,"0.03???, ???"
HDL (mmol/l),1.7 ± 0.4,1.7 ± 0.4,1.4 ± 0.4,1.5 ± 0.4,"0.005???, ???"
LDL (mmol/l),2.9 ± 0.7,2.4 ± 0.9,2.7 ± 0.8,2.6 ± 0.8,0.12???
BUN (mmol/l),4.7 ± 1.1,5.1 ± 0.8,5.2 ± 1.4,5.2 ± 1.6,0.35???
SCr (μmol/l),64.5 ± 13.3,66.5 ± 15.8,65.7 ± 21.3,65.0 ± 16.2,0.98???
FPG (mmol/l),5.3 ± 0.4,5.7 ± 0.6,8.3 ± 2.6,7.8 ± 2.2,"<0.001???, ???"
2hPG (mmol/l),6.2 ± 0.9,7.7 ± 1.6,14.0 ± 5.2,13.4 ± 4.2,"<0.001???, ???"
Fasting insulin (μU/ml),10.2 ± 5.8,13.2 ± 5.3,12.5 ± 8.4,11.5 ± 8.4,0.34???
Fasting C-peptide(ng/ml),2.1 ± 0.8,2.5 ± 0.6,2.3 ± 0.9,1.9 ± 0.7,0.05???
HbA1c (mmol/mol [%]),38 ± 4.4,41 ± 6.6,58 ± 16.4,58 ± 14.2,"<0.001???, ???"
,(5.6 ± 0.4),(5.9 ± 0.6),(7.5 ± 1.5),(7.5 ± 1.3),
HOMA2-%β,91.2 ± 35.9,69.3 ± 35.4,79.3 ± 46.3,85.3 ± 42.2,0.22???
HOMA2-IR,1.3 ± 0.7,1.7 ± 0.7,1.8 ± 1.2,1.6 ± 1.2,0.15???
