SCD group < HC group,SCD group < HC group,aMCI group < HC group,aMCI group < HC group
Cluster (AAL),Volume (voxels),Cluster (AAL),Volume (voxels)
Cluster 1,Total: 5122,Cluster 1,Total: 889
Peak (MNI): 45 -45 48,Peak t: -7.9188,Peak (MNI): 48 24 36,Peak t: -7.4097
Precuneus_L,446,Frontal_Mid_R,423
Occipital_Mid_L,412,Frontal_Sup_R,219
Precuneus_R,382,Cluster 2,total: 4706
Angular_R,348,Peak: 3 -63 45,Peak t: -9.9902
Parietal_Inf_L,328,Precuneus_L,429
Parietal_Inf_R,306,Angular_R,408
Temporal_Mid_R,270,Precuneus_R,393
Temporal_Mid_L,267,Parietal_Inf_R,282
Occipital_Mid_R,261,Temporal_Mid_L,277
Parietal_Sup_L,244,Occipital_Mid_L,257
Angular_L,223,SupraMarginal_R,250
SupraMarginal_R,178,Angular_L,224
Parietal_Sup_R,154,Temporal_Mid_R,211
Occipital_Sup_R,135,Occipital_Mid_R,187
Cuneus_L,124,Parietal_Inf_L,174
Occipital_Sup_L,110,Parietal_Sup_R,148
Cluster 2,total: 503,Parietal_Sup_L,142
Peak: 33 57 15,Peak t: -7.0202,Occipital_Sup_L,133
Frontal_Mid_R,321,Occipital_Sup_R,125
Frontal_Sup_R,106,Cuneus_R,121
Cluster 3,total: 1021,Cluster 3,total: 527
Peak: -42 30 39,Peak t: -6.6576,Peak (MNI): -42 33 36,Peak t: -6.5666
Frontal_Mid_L,352,Frontal_Mid_L,273
Frontal_Sup_L,172,Frontal_Sup_L,101
Frontal_Sup_Medial_L,144,,
