Unnamed: 0,Beta,SE,T,P
ASR anxiety and depression percentile (AnxDepr),ASR anxiety and depression percentile (AnxDepr),ASR anxiety and depression percentile (AnxDepr),ASR anxiety and depression percentile (AnxDepr),ASR anxiety and depression percentile (AnxDepr)
HbA1c,−0.14,1.31,−2.59,0.01
BMI,0.08,0.11,1.24,0.22
SSAGA depressive symptoms,0.44,0.13,8.64,<0.0001
Age (y),−0.02,0.09,−0.48,0.63
Gender,0.03,0.75,0.58,0.56
Black or African American,−0.03,1.08,−0.57,0.56
"Asian, Native Hawaiian, Other Pacific Islander",−0.08,1.37,−1.61,0.11
"Native American, Native Alaskan",0.00,6.64,0.02,0.98
More than one,0.09,1.70,1.81,0.07
Unknown or not reported,0.02,1.97,0.38,0.70
Head motion,−0.07,14.93,−1.04,0.29
,Beta,SE,T,P
ASR DSM depression T-score (Depr),ASR DSM depression T-score (Depr),ASR DSM depression T-score (Depr),ASR DSM depression T-score (Depr),ASR DSM depression T-score (Depr)
HbA1c,−0.11,1.21,−2.13,0.03
BMI,0.09,0.10,1.41,0.16
SSAGA depressive symptoms,0.46,0.12,9.14,<0.0001
Age (y),−0.05,0.09,−1.09,0.26
Gender,0.03,0.69,0.52,0.61
Black or African American,−0.03,0.10,−0.54,0.59
"Asian, Native Hawaiian, Other Pacific Islander",−0.07,1.27,−1.31,0.19
"Native American, Native Alaskan",0.00,6.15,0.06,0.95
More than one,0.06,1.58,1.24,0.21
Unknown or not reported,0.00,1.83,0.10,0.92
Head motion,−0.03,13.84,−0.41,0.68
