Unnamed: 0_level_0,Primary diagnosis,Primary diagnosis,Primary diagnosis
Unnamed: 0_level_1,TD,ADHD,ASD
Unnamed: 0_level_2,n = 59,n = 53,n = 56
"Secondary Dx (present), No. (%)",2 (3.2),24 (44.4),43 (76.8)
ADHD,0,–,34 (60.7)
Oppositional defiant,0,21 (39.6),14 (25.0)
Simple Phobia,1 (1.7),6 (11.3),14 (25.0)
Generalized anxiety,0,0,7 (12.5)
Obsessive compulsive,0,0,5 (8.9)
Separation Anxiety,0,0,1 (1.8)
Dysthymia,0,0,1 (1.8)
"CD, MDD, Mania, PD, Somat???",0,0,0
,,,
"ADHD measures???, M (SD)","ADHD measures???, M (SD)","ADHD measures???, M (SD)","ADHD measures???, M (SD)"
Conners Hyper/Impulsive???,48 (5.51),71 (12.54),66 (10.85)
Conners Inattention???,45 (4.71),73 (8.2),(.)
Conners 3 Hyper/Impulsive???,45 (6.95),76 (11.74),80 (9.55)
Conners 3 Inattention???,43 (8.69),77 (9.57),84 (4.85)
ADHD Hyperactivity???,0.22 (0.59) [0–3],4.00 (2.89) [0–9],3.76 (2.23) [0–8]
ADHD Inattention???,0.20 (0.58) [0–3],7.00 (1.91) [2–9],5.76 (2.75) [0–9]
,,,
"ASD measures???, M (SD)","ASD measures???, M (SD)","ASD measures???, M (SD)","ASD measures???, M (SD)"
ADI-R A???,–,–,20.57 (5.66)
ADI-R B???,–,–,15.67 (4.70)
ADI-R C???,–,–,6.26 (2.15)
ADOS-2 Social Affect,–,–,7.59 (3.28)
ADOS-2 RRB???,–,–,4.14 (1.73)
ADOS-G CS???,–,–,11.97 (3.20)
ADOS-G RRB???,–,–,3.00 (1.67)
