Brain regions (AAL),Number of voxels,MNI Coordinates,MNI Coordinates,MNI Coordinates,BA,T Value
Brain regions (AAL),Number of voxels,X,Y,Z,BA,T Value
PD-ICD vs PD-no ICD,PD-ICD vs PD-no ICD,PD-ICD vs PD-no ICD,PD-ICD vs PD-no ICD,PD-ICD vs PD-no ICD,PD-ICD vs PD-no ICD,PD-ICD vs PD-no ICD
Middle frontal gyrus,18,±45,9,57,6,−3.6619
PD-ICD vs HCs,PD-ICD vs HCs,PD-ICD vs HCs,PD-ICD vs HCs,PD-ICD vs HCs,PD-ICD vs HCs,PD-ICD vs HCs
Middle frontal gyrus,30,±45,9,57,6,−3.5509
Middle orbital frontal gyrus,157,±24,54,−18,11,−3.8517
Superior orbital frontal gyrus,42,±15,18,−18,11,−3.4832
Caudate,25,±12,9,6,—,−3.3566
Inferior frontal gyrus (pars opercularis),66,±60,12,9,6,−3.6203
Middle temporal gyrus,98,±69,−30,−12,21,−4.0977
Superior temporal gyrus,26,±66,−27,12,22,−3.5061
Precental gyrus,90,±33,−21,69,6,−4.3051
Angular gyrus,36,±42,−69,42,7,−3.4986
PD-no ICD vs HCs,PD-no ICD vs HCs,PD-no ICD vs HCs,PD-no ICD vs HCs,PD-no ICD vs HCs,PD-no ICD vs HCs,PD-no ICD vs HCs
Superior orbital frontal gyrus,92,±12,24,−24,11,−4.6984
Superior cerebelum,175,±33,−78,−21,19,−3.9719
Middle temporal gyrus,76,±57,−63,3,37,−3.4022
Postcentral gyrus,172,±54,−21,45,3,−3.9756
