GM volumes of interest (VOI),Mean diffusivity (MD),Mean diffusivity (MD),Mean diffusivity (MD),Mean diffusivity (MD),Mean diffusivity (MD),Mean diffusivity (MD)
GM volumes of interest (VOI),Left,Left,Left,Right,Right,Right
GM volumes of interest (VOI),HC,Cortical subtype sCJD (n = 19),Subcortical subtype sCJD (n = 5),HC,Cortical subtype sCJD (n = 19),Subcortical subtype sCJD (n = 5)
Frontal,,,,,,
Caudal middle‐frontal,753 ± 26,743 ± 32*,753 ± 29,760 ± 38,745 ± 43*,763 ± 31
Lateral orbito‐frontal,739 ± 38,734 ± 81,760 ± 46,733 ± 25,726 ± 79,774 ± 57
Medial orbito‐frontal???,800 ± 20,783 ± 62,798 ± 44,760 ± 28,761 ± 91,792 ± 70
Paracentral,814 ± 41,746 ± 39,809 ± 92,786 ± 35,759 ± 73,740 ± 67
Pars opercularis,773 ± 21,773 ± 55,791 ± 56,767 ± 24,749 ± 67,763 ± 49
Pars orbitalis,781 ± 24,770 ± 67,815 ± 63,787 ± 29,748 ± 109**,812 ± 61
Pars triangularis,789 ± 22,781 ± 68*,796 ± 61,762 ± 38,741 ± 51,773 ± 50
Precentral,760 ± 25,746 ± 39*,754 ± 13,768 ± 30,756 ± 39,764 ± 27
Rostral middle‐frontal,794 ± 21,765 ± 53**,797 ± 19,782 ± 27,751 ± 64**,815 ± 42
Superior frontal,802 ± 18,783 ± 36*,796 ± 37,788 ± 22,772 ± 50*,785 ± 46
Frontal pole,634 ± 189,546 ± 175*,485 ± 132,587 ± 178,592 ± 202,699 ± 170
Parietal,,,,,,
Inferior parietal,771 ± 23,715 ± 55***,782 ± 27,770 ± 33,699 ± 88***,769 ± 53
Postcentral,772 ± 24,757 ± 41*,772 ± 33,765 ± 29,757 ± 70,776 ± 56
Precuneus,801 ± 21,739 ± 89**,788 ± 59,783 ± 26,713 ± 111***,778 ± 63
Superior parietal,756 ± 27,722 ± 66**,749 ± 36,762 ± 42,735 ± 57**,786 ± 22
Supramarginal,785 ± 20,759 ± 63**,808 ± 27,787 ± 28,762 ± 83**,804 ± 42
Limbic,,,,,,
Caudal anterior cingulate,843 ± 40,814 ± 71,844 ± 83,818 ± 35,795 ± 81,791 ± 86
Isthmus cingulate,780 ± 33,749 ± 87,779 ± 62,752 ± 33,715 ± 119,796 ± 51
Posterior cingulate,813 ± 42,757 ± 98**,797 ± 62,795 ± 37,730 ± 106**,756 ± 74
Rostral anterior cingulate,839 ± 30,846 ± 81,873 ± 83,827 ± 35,816 ± 89,851 ± 53
Insula,763 ± 69,762 ± 56,844 ± 83,769 ± 22,793 ± 57,827 ± 65
Amygdala,785 ± 27,762 ± 41,767 ± 93,781 ± 22,763 ± 27*,764 ± 43
Hippocampus,819 ± 35,819 ± 46,815 ± 23,816 ± 33,821 ± 45,816 ± 41
Temporal,,,,,,
Entorhinal,832 ± 36,811 ± 55,789 ± 59,803 ± 35,785 ± 59,767 ± 72
Fusiform,749 ± 35,717 ± 86*,761 ± 39,732 ± 39,687 ± 106*,723 ± 60
Inferior temporal,701 ± 30,677 ± 78*,728 ± 51,713 ± 30,665 ± 79**,697 ± 70
Middle temporal,768 ± 23,729 ± 71**,792 ± 35,774 ± 25,710 ± 83***,767 ± 52
Temporal pole,852 ± 62,839 ± 95,803 ± 234,856 ± 33,835 ± 110,895 ± 54
Parahippocampal,759 ± 37,734 ± 87,744 ± 29,748 ± 40,717 ± 74,811 ± 55
Superior temporal,786 ± 18,768 ± 56*,800 ± 46,791 ± 16,749 ± 62**,738 ± 70
Transverse temporal,821 ± 42,784 ± 59*,836 ± 38,839 ± 45,829 ± 74,860 ± 56
Banks sup. Temp. Sulcus,710 ± 29,691 ± 102*,744 ± 84,737 ± 34,702 ± 116,755 ± 101
Occipital,,,,,,
Cuneus,855 ± 31,806 ± 78**,858 ± 28,834 ± 33,785 ± 119**,842 ± 20
Lateral occipital,754 ± 22,716 ± 65**,759 ± 38,743 ± 21,687 ± 82**,733 ± 38
Lingual,811 ± 28,780 ± 98,831 ± 42,814 ± 27,772 ± 108,822 ± 35
Pericalcarine,784 ± 40,774 ± 80,807 ± 56,775 ± 29,765 ± 95,799 ± 36
Subcortical,,,,,,
Caudate,806 ± 48,776 ± 79*,767 ± 93,777 ± 55,728 ± 94*,725 ± 79
Putamen,642 ± 41,567 ± 86*,589 ± 75,651 ± 41,573 ± 85*,595 ± 74
Pallidum,549 ± 43,506 ± 92*,537 ± 35,576 ± 43,520 ± 86*,520 ± 55
Thalamus,664 ± 24,618 ± 56,579 ± 37*,644 ± 23,600 ± 61*,569 ± 24*
Cerebellum,664 ± 27,683 ± 38,708 ± 32,667 ± 24,687 ± 31*,709 ± 32
