Unnamed: 0_level_0,SCST,SCST,Control,Control
Unnamed: 0_level_1,Baseline (n = 13),12 wk (n = 11),Baseline (n = 13),12 wk (n = 11)
Performance data,,,,
Facial Affect Matching task,,,,
Emotion,.67 (.07),.72 (.10),.68 (.11),.72 (.12)
Gender,.89 (.08),.91 (.08),.81 (.16),.84 (.13)
Mental State Attribution task,,,,
False belief,9.3 (1.8),9.4 (2.6),9.3 (2.7),10.3 (1.9)
False photograph,8.3 (1.1),8.0 (1.9),8.8 (2.1),9.1 (1.7)
Simple reading,10.6 (1.5),9.9 (2.7),10.0 (3.1),10.9 (1.4)
Relative motion,,,,
Facial Affect Matching task,,,,
Run 1,.13 (.02),.13 (.01),.15 (.04),.12 (.02)
Run 2,.13 (.03),.13 (.02),.16 (.04),.13 (.02)
Run 3,.13 (.03),.14 (.02),.14 (.03),.13 (.02)
Mental State Attribution task,,,,
Run 1,.11 (.01),.14 (.02),.14 (.03),.10 (.01)
Run 2,.12 (.02),.15 (.03),.16 (.03),.13 (.03)
Run 3,.11 (.02),.12 (.02),.15 (.06),.11 (.02)
Run 4,.13 (.02),.14 (.03),.15 (.04),.13 (.02)
Run 5,.13 (.02),.13 (.02),.16 (.05),.11 (.02)
Run 6,.14 (.03),.14 (.03),.15 (.03),.11 (.01)
rsfMRI,.14 (.02),.19 (.04),.14 (.04),.11 (.02)
