Brain regions,MNI:peak voxel,MNI:peak voxel,MNI:peak voxel,Cluster (voxels),Mean ReHo value(±SD),Mean ReHo value(±SD),t value
Brain regions,x,y,z,Cluster (voxels),APS,HC,t value
L Middle frontal gyrus,−33,− 6,33,61,0.85 (0.18),1.27 (0.32),−4.395
L Superior frontal gyrus,−18,36,45,20,0.90 (0.16),1.17 (0.20),−4.010
L Postcentral gyrus,−54,−12,15,19,0.95 (0.20),1.24 (0.27),−4.582
L Superior medial frontal gyrus,−15,51,12,17,0.84 (0.30),1.30 (0.32),−4.503
R Middle temporal gyrus,57,−54,−6,13,1.07 (0.27),0.76 (0.13),4.402
