Brain regions,BA,Peak MNI coordinates,Peak MNI coordinates,Peak MNI coordinates,Voxel number,T value
Unnamed: 0_level_1,Unnamed: 1_level_1,x,y,z,Unnamed: 5_level_1,Unnamed: 6_level_1
<7 days – HCs,<7 days – HCs,<7 days – HCs,<7 days – HCs,<7 days – HCs,<7 days – HCs,<7 days – HCs
Right MPFC,11,33,57,−9,86,5.51
Right MFG,10,45,57,6,37,4.98
14 days – HCs,14 days – HCs,14 days – HCs,14 days – HCs,14 days – HCs,14 days – HCs,14 days – HCs
Right MPFC,11,45,48,−15,82,5.25
Right MFG,10,54,30,15,55,4.38
30 days – HCs,30 days – HCs,30 days – HCs,30 days – HCs,30 days – HCs,30 days – HCs,30 days – HCs
Right MPFC,11,24,63,−15,465,5.90
Right INS,47,33,25,4,53,4.10
Left MFG,10,−6,23,−12,21,4.63
Left CAL,17,−9,−66,12,7,−4.17
Right IOG,18,33,−84,−15,70,−4.90
90 days – HCs,90 days – HCs,90 days – HCs,90 days – HCs,90 days – HCs,90 days – HCs,90 days – HCs
Right MFG,10,42,48,−15,108,4.19
Right INS,47,36,27,−6,37,4.35
180 days – HCs,180 days – HCs,180 days – HCs,180 days – HCs,180 days – HCs,180 days – HCs,180 days – HCs
Right MFG,10,51,33,27,123,4.90
Right INS,47,33,57,0,10,5.11
