"Brain functional network(IC ID, brain functional domain)","Brain functional network(IC ID, brain functional domain)",FBIRNHC vs. SZ),FBIRNHC vs. SZ),BSNIP(HC vs. SZ),BSNIP(HC vs. SZ),MPRC(HC vs. SZ),MPRC(HC vs. SZ)
"Brain functional network(IC ID, brain functional domain)","Brain functional network(IC ID, brain functional domain)",Unnamed: 2_level_1,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1
"Brain functional network(IC ID, brain functional domain)","Brain functional network(IC ID, brain functional domain).1",P-value,T-value,P-value,T-value,P-value,T-value
,,,,,,,
"Caudate (69, SC)","Thalamus (45, SC)",1.03e-20,10.33,8.27e-06,4.53,7.14e-05,4.03
"Thalamus (45, SC)","Superior temporal gyms (21, AU)",1.33e-29,−13.13,4.28e-17,−8.92,2.49e-23,−10.91
"Thalamus (45, SC)","Cerebellum (13, CB)",1.30e-24,11.57,3.39e-14,7.95,9.48e-18,9.18
"Thalamus (45, SC)","Cerebellum (18, CB)",8.67e-26,11.94,1.4e-18,9.38,1.67e-24,11.25
"Left postcentral gyrus (9, SM)","Calcarine gyrus (16, VI)",6.13e-26,11.99,1.33e-14,8.09,1.52e-ll,7.04
"Right postcentral gyrus (11, SM)","Calcarine gyrus (16, VI)",1.24e-25,11.89,5.56e-15,8.22,8.21e-12,7.14
"Superior parietal lobule (80, SM)","Inferior occipital gyrus (20, VI)",9.15e-08,5.52,1.79e-08,5.78,9.23e-07,5.02
"Middle temporal gyrus (62, VI)","Insula (33, CC)",2.36e-l 1,−7.04,0.00467,−2.85,6.34e-03,−2.75
"Middle temporal gyrus (62, VI)","Anterior cingulate cortex (17, DM)",7.49e-15,−8.34,1.4e-07,−5.39,1.48e-02,−2.45
"Right middle occipital gyrus (12, VI)","Hippocampus (83, CC)",2.97e-11,−7.00,1.2e-07,−5.42,1.51e-01,−1.44
