Characteristics,CT (n = 18),CT (n = 18),Non-CT (n = 22),Non-CT (n = 22),HC (n = 22),HC (n = 22)
Characteristics,n (%),Mean (SD),n (%),Mean (SD),n (%),Mean (SD)
Age (year),,49.22 (11.13),,53.82 (8.18),,51.13 (8.79)
Education (year),,15.17 (2.38),,15.05 (2.15),,16.54 (1.84)
Race???,,,,,,
White,14 (78),,19 (86),,20 (91),
Non-white,4 (22),,3 (14),,2 (9),
Stage,,,,,,
0,0 (0),,9 (41),,–,
I,4 (22),,11 (50),,–,
II,10 (56),,2 (9),,–,
IIIa,4 (22),,0 (0),,–,
Hemoglobin (g/dl),,,,,,
M0,,12.51 (0.72),,13.63 (0.70),,13.12 (0.92)
M5,,12.14 (0.89),,13.17 (0.79),,13.17 (0.84)
M12,,12.91 (0.75),,13.70 (0.82),,13.21 (1.08)
