Cluster,Cluster Size,X,Y,Z,Brain Region,"Peak (F, p)"
a) Main effect: group,a) Main effect: group,a) Main effect: group,a) Main effect: group,a) Main effect: group,a) Main effect: group,a) Main effect: group
1,200,6,1,−12,R. Nucleus Accumbens,"6.30,0.0009"
2,73,−42,−42,11,L. Superior Temporal Gyrus,"6.15, 0.001"
3,72,25,8,−23,R. Parahippocampal Gyrus,"7.72, 0.0002"
4,68,−10,17,−5,L. Caudate,"7.19, 0.0003"
5,61,−17,24,29,L. Cingulate Gyrus,"5.11, 0.003"
6,60,−10,26,56,L. Superior Frontal Gyrus (BA 6),"7.55, 0.002"
7,55,4,−30,−35,R. Brainstem,"5.77, 0.001"
8,52,28,−65,−35,R. Cerebellum (Crus 1),"6.32, 0.0009"
Cluster,Cluster Size,X,Y,Z,Brain Region,"Peak F(F, p)"
b) Main effect: UA,b) Main effect: UA,b) Main effect: UA,b) Main effect: UA,b) Main effect: UA,b) Main effect: UA,b) Main effect: UA
1,459†,−17,−86,−9,L. Lingual Gyrus (BA 18),"14.13, 0.0004"
2,209,52,−73,34,R. Angular Gyrus,"12.80, 0.0007"
3,171,62,−12,20,R. Postcentral Gyrus,"14.39, 0.0003"
4,118,−53,19,16,L. Inferior Frontal Gyrus (BA 45),"20.24, 3.33e-05"
5,118,−17,4,19,L. Caudate,"10.74, 0.002"
6,90,−44,−10,3,L. Insula,"13.70, 0.0005"
7,88,22,−15,−16,R. Hippocampus,"10.34, 0.002"
8,86,38,−58,−2,R. Inferior Temporal Gyrus,"12.71, 0.0007"
9,86,12,−60,−11,R. Cerebellum (Culmen),"12.03, 0.001"
10,74,33,2,−6,R. Putamen,"11.91, 0.001"
11,66,22,42,37,R. Superior Frontal Gyrus (BA 8),"11.72, 0.001"
12,65,−49,−26,−4,L. Superior Temporal Gyrus,"15.39, 0.0002"
13,64,49,−1,2,R. Insula,"15.45, 0.0002"
14,57,43,28,12,R. Inferior Frontal Gyrus (BA 45),"12.91, 0.0007"
15,54,17,−91,−3,R. Lingual Gyrus,"12.33, 0.0009"
16,51,−26,−33,4,L. Thalamus,"15.07, 0.0003"
Cluster,Cluster Size,X,Y,Z,Brain Region,Peak F
c) Interaction: group-by-UA,c) Interaction: group-by-UA,c) Interaction: group-by-UA,c) Interaction: group-by-UA,c) Interaction: group-by-UA,c) Interaction: group-by-UA,c) Interaction: group-by-UA
1,250‡,−23,−90,−20,L. Lingual Gyrus (BA 18),"8.33, 0.0001"
2,215,28,35,34,R. Middle Frontal Gyrus (BA 8),"7.66, 0.0002"
3,134,31,−19,50,R. Precentral Gyrus,"7.19, 0.0003"
4,89,−23,−28,−35,L. Cerebellum (IV-V),"9.70, 2.78e-05"
5,85,−36,−88,14,L. Middle Occipital Gyrus (BA 19),"4.99, 0.004"
6,80,−17,−9,14,L. Thalamus,"10.01, 2.06e-05"
7,79,15,−63,−10,R. Lingual Gyrus,"6.89, 0.0005"
8,74,−6,−69,13,L. Calcarine Gyrus,"5.17, 0.003"
9,72,1,−23,−38,R. Brainstem,"10.56, 1.22e05"
10,72,36,−32,16,R. Heschl's Gyrus,"7.14, 0.0004"
11,60,22,52,−9,R. Superior Frontal Gyrus (BA 10),"6.23, 0.001"
12,59,−36,−31,8,L. Heschl's Gyrus,"7.27, 0.003"
13,56,17,58,10,R. Superior Frontal Gyrus (BA 10),"5.58, 0.002"
14,56,−6,55,24,L. Superior Frontal Gyrus (BA 9),"7.24, 0.0003"
15,50,31,−26,−4,R. Lentiform Nucleus,"6.99, 0.0004"
