Comparison,Test (df),Acute thalamocortical functional connectivity,Acute thalamocortical functional connectivity,Acute thalamocortical functional connectivity
Comparison,Test (df),Left vAnterior,Right vAnterior,Right vlDorsal
6-Month GOSE,6-Month GOSE,6-Month GOSE,6-Month GOSE,6-Month GOSE
GOSE≤7 > Control,"F-test (1,120)","F = 7.3, P = 0.02","F = 8.1, P = 0.02","F = 11.1, P = 0.01"
GOSE-8 > Control,"F-test (1,130)","F = 6.8, P = 0.02","F = 3.8, P = 0.08","F = 4.5, P = 0.06"
GOSE≤7 > GOSE-8,"F-test (1,100)","F = 0.01, P = 0.91","F = 0.9, P = 0.38","F = 1.8, P = 0.23"
6-Month PCS,6-Month PCS,6-Month PCS,6-Month PCS,6-Month PCS
PCS+ > Control,"F-test (1,103)","F = 9.5, P = 0.01","F = 10.7, P = 0.01","F = 13.2, P = 0.004"
PCS− > Control,"F-test (1,139)","F = 4.3, P = 0.06","F = 2.2, P = 0.14","F = 2.9, P = 0.12"
PCS+ > PCS−,"F-test (1,92)","F = 2.3, P = 0.14","F = 5.0, P = 0.050*","F = 5.8, P = 0.04"
6-month Rivermead factor structure,6-month Rivermead factor structure,6-month Rivermead factor structure,6-month Rivermead factor structure,6-month Rivermead factor structure
Cog+ > Cog−,"F-test (1,92)","F = 6.7, P = 0.02","F = 9.7, P = 0.01","F = 9.7, P = 0.01"
Emo+ > Emo−,"F-test (1,92)","F = 4.3, P = 0.052*","F = 6.5, P = 0.02","F = 6.6, P = 0.02"
Som+ > Som−,"F-test (1,92)","F = 2.5, P = 0.12","F = 5.1, P = 0.04","F = 3.4, P = 0.08"
