ROI,Brain region,BA,Cluster voxels,"Peak MNI (X, Y, Z)",Peak T values,Effect size
Hypothalamus,Hypothalamus,Hypothalamus,Hypothalamus,Hypothalamus,Hypothalamus,Hypothalamus
,Temporal operculum/Insula,"13,41",46,"−36, −21, −6",4.293,1.450
,Superior temporal gyrus,22,22,"54, −12, 0",5.898,1.650
,Superior temporal gyrus,22,21,"−51, 6, 0",5.063,1.364
,Temporal operculum/Insula,"13,41",26,"−36, −33, 21",4.352,1.450
Left MH,Left MH,Left MH,Left MH,Left MH,Left MH,Left MH
,Temporal pole: superior gyrus,38,14,"42, −6, −15",4.058,1.374
,Temporal operculum/Insula,"13,41",83,"−36, −24, −3",5.239,1.654
,Inferior frontal gyrus (orbital),47,27,"−42, 21, −6",4.239,1.297
,Superior temporal gyrus,22,23,"54, −9, 0",5.273,1.455
Right MH,Right MH,Right MH,Right MH,Right MH,Right MH,Right MH
,Superior temporal gyrus,38,19,"51, 6, −12",4.534,1.358
,Frontal operculum/Insula,13,353,"−36, −30, −6",4.586,1.663
,Superior temporal gyrus/Rolandic operculum,"22,13",144,"54, −9, 0",6.137,1.531
,Cuneus,18,33,"9, −84, 18",4.561,1.324
,Parietal operculum/insula,13,48,"−30, −45, 15",4.372,1.819
Left LH,Left LH,Left LH,Left LH,Left LH,Left LH,Left LH
,"Lentiform nucleus, Putamen",–,255,"21, 9, 9",−4.956,1.204
,Precuneus/Anterior and middle cingulate/Middle frontal gyrus,"7,9,10,24,31,32,33",1598,"18, −6, 36",−5.500,1.680
,"Lentiform nucleus, pallidum",–,10,"−15, 6, −3",−4.558,1.196
