Region,BA,Test sample,Test sample,Test sample,Replication sample,Replication sample,Replication sample
Region,BA,"MNI (x,y,z)",t value,voxels,"MNI (x,y,z)",t value,voxels
Closed > Open,Closed > Open,Closed > Open,Closed > Open,Closed > Open,Closed > Open,Closed > Open,Closed > Open
Posterior cingulate/Precuneusa,31,0 -54 27,6.52,447,−3 −57 21,6.06,271
Inferior parietal lefta,39,−48 −60 30,6.99,367,−39−72 39,5.76,328
Inferior parietal righta,39,57 −60 27,6.36,309,42 −66 39,3.85,32
Ventromedial frontal cortexa,11,3 45 −12,5.85,196,0 39 −15,5.04,110
Dorsomedial frontal cortex,10,0 51 30,5.67,315,—,—,—
Postcentral/Precentral leftb,3/4,−54 −9 30,4.82,136,−39 −27 63,7.70,1014
Postcentral/Precentral rightb,3/4,30 24 66,5.03,427,33 −27 66,7.57,1083
Temporal superior/middle left,21/22,−60 −15 −24,5.75,486,−60 −21 −18,4.78,395
Temporal superior/middle right,21/22,60 −33 −0,6.07,381,63 −15 6,6.26,419
Occipital middle/inferior left,18,−21 −99 −12,5.60,88,−21 −96 −12,6.41,73
Occipital middle/inferior right,18,27 −96 −12,5.90,108,24 −96 −6,5.23,23
Frontal superior/middle left,6/8/9,−24 15 48,4.71,271,−24 3 45,4.78,125
Frontal superior/middle right,6/8/9,48 27 33,5.27,164,15 42 42,5.33,66
Frontal inferior left,45/46/47,−48 30 −9,4.82,170,—,—,—
Frontal inferior right,47,39 33 −15,5.02,25,—,—,—
Hippocampus/Parahippocampus left,—,—,—,—,−21 −12 −21,5.22,71
Hippocampus/Parahippocampus right,—,—,—,—,24 −18 −18,6.07,94
Open > Closed,Open > Closed,Open > Closed,Open > Closed,Open > Closed,Open > Closed,Open > Closed,Open > Closed
Dorsal anterior cingulatec,32,9 9 42,5.44,46,12 15 39,4.97,168
Insula leftc,13,−42 6 0,4.72,26,−36 15 −6,5.55,71
Insula ightc,13,36 15 6,4.76,46,42 15 3,4.97,55
Frontal middle left,10,—,—,—,−36 48 33,4.84,86
Frontal middle right,10,33 45 30,5.66,45,33 48 39,5.39,88
Occipital superior/middle left,19,−21 −87 21,5.87,81,−21 −84 18,4.67,118
Occipital superior/middle right,19,21 −84 30,5.04,71,21 −84 30,5.35,116
Cuneus,18/19,6 −81 27,4.64,56,−6 −90 36,5.25,40
Cerebellum,—,−3 −72 −24,4.80,44,−6 −72 −21,7.84,460
Lingual right,19,12 −60 −3,5.20,63,—,—,—
Thalamus,—,—,—,—,18 −18 15,4.87,26
Supplementary motor area,6,15 9 63,4.70,23,—,—,—
