Region,Voxels,Brodmann area,MNI coordinates,MNI coordinates,MNI coordinates,Peak T-value
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,x,Y,z,Unnamed: 6_level_1
ROI-1: Left precentral and postcentral gyrus,37,4/6/3,−24,−21,69,6.08
ROI-2: Left middle frontal gyrus,22,9,−45,33,36,−4.82
ROI3: Left precentral and postcentral gyrus,22,4/3/6,−60,−15,33,4.60
ROI4: Right precentral and postcentral gyrus,34,4/3,36,−21,63,3.91
