Measures,Groups,Groups,Groups,Statistics
Measures,HV,ET,DT,Statistics
n,17,16,16,
Age,55.6 ± 14,58.9 ± 9,59.5 ± 12,p = 0.75
Sex,9F,7F,7F,χ2 = 0.38p = 0.82
Handedness (R/L),17/0,12/4,14/2,χ2 = 4.79p = 0.09
TETRAS ADL,–,22.1 ± 5,12.1 ± 7.0,p = 0.0001
TETRAS Perf,–,19.3 ± 6,13.0 ± 7,p = 0.01
TETRAS total,–,41.4 ± 10,25.0 ± 12.0,p = 0.0003
Tremor onset,–,26.6 + 16.9,36.8 ± 18.9,p = 0.14
Tremor duration,–,31.6 ± 14.3,22.1 ± 19.0,p = 0.16
Dystonia onset,–,–,43.9 ± 15.4,
Dystonia duration,–,–,15.0 ± 15.2,
FMS,–,0 ± 0,3.3 ± 1.7,
TWSTRS,–,0 ± 0,3.6 ± 4.8,
