ROIs,L/R,Network,Coordinates,Coordinates,Coordinates
ROIs,L/R,Network,x,y,z
IFG pars opercularis,L,Language,−46.23,9.75,16.81
IFG pars opercularis,R,Language,46.80,15.85,15.43
IFG pars orbitalis,L,Language,−43.15,29.10,−4.28
IFG pars orbitalis,R,Language,43.56,31.59,−5.78
IFG pars triangularis,L,Language,−45.90,23.57,11.70
IFG pars triangularis,R,Language,46.51,27.42,8.56
FuG,L,Language,−33.15,−45.86,−18.95
ITG,L,Language,−48.71,−25.41,−26.15
MTG,L,Language,−55.62,−38.22,−4.03
MTG pole,L,Language,−40.21,11.30,−32.59
SMG,L,Language,−52.46,−35.48,29.59
STG,L,Language,−53.57,−28.56,5.35
STG pole,L,Language,−42.08,9.63,−20.00
AG,R,DMN,44.28,−57.30,36.63
AG,L,DMN,−42.98,−60.49,36.51
MFG DPFC,L,DMN,−34.93,44.05,14.00
MFG DPFC,R,DMN,35.24,46.20,13.26
PCC,L,DMN,−7.38,−52.41,24.65
PCC,R,DMN,8.61,−50.47,25.08
