Model variables,“Happy” task scorea,“Happy” task scorea,Proportion of responses belonging to the “social relationship” domain,Proportion of responses belonging to the “social relationship” domain,Proportion of responses belonging to the “avocation/hobbies” domain,Proportion of responses belonging to the “avocation/hobbies” domain
Model variables,β,P,β,p,β,p
Age,−0.01,0.93,−0.20,0.05,0.00,0.08
Gender,0.97,0.29,0.10,0.28,0.06,0.12
Education level,0.38,0.37,0.08,,,0.89
< High school,—,—,0.18,—,−0.02,—
High school,—,—,0.17,—,−0.04,—
College,—,—,−0.35,—,−0.14,—
Graduate,—,—,0.08,—,−0.01,—
GDS-SF score,−0.13,0.61,0.05,0.63,0.00,0.69
Comorbid medical conditions,−0.26,0.27,−0.05,0.65,0.01,0.26
BTACT composite score,,,−0.17,0.09,0.03,0.23
Animal Naming score,0.45,<0.001,,,,
Hearing status,−2.00,0.06,−0.39,<0.001,−0.01,0.76
Vision status,−0.65,0.55,−0.03,0.71,0.09,0.04
