Default Network(n=34),Default Network(n=34).1,Cluster 1 for the Static FC(n=26),Cluster 1 for the Static FC(n=26).1,Cluster 1 for the SampEn(n=30),Cluster 1 for the SampEn(n=30).1
ROI 1,ROI 92,ROI 1,,ROI 1,
ROI 4,ROI 93,ROI 4,ROI 93,ROI 4,ROI 93
ROI 5,ROI 94,,ROI 94,ROI 5,ROI 94
ROI 6,ROI 105,ROI 6,ROI 105,ROI 6,ROI 105
ROI 7,ROI 108,ROI 7,ROI 108,ROI 7,ROI 108
ROI 11,ROI 111,ROI 11,ROI 111,ROI 11,ROI 111
ROI 13,ROI 112,ROI 13,ROI 112,ROI 13,ROI 112
ROI 14,ROI 115,ROI 14,ROI 115,ROI 14,ROI 115
ROI 15,ROI 117,ROI 15,ROI 117,ROI 15,ROI 117
ROI 17,ROI 124,ROI 17,ROI 124,ROI 17,ROI 124
ROI 20,ROI 132,ROI 20,,ROI 20,
ROI 63,ROI 134,ROI 63,ROI 134,ROI 63,ROI 134
ROI 72,ROI 136,ROI 72,,ROI 72,
ROI 73,ROI 137,ROI 73,,ROI 73,ROI 137
ROI 84,ROI 141,,,ROI 84,
ROI 85,ROI 146,ROI 85,,ROI 85,ROI 146
ROI 90,,,ROI 102,,ROI 102
ROI 91,,ROI 91,,ROI 91,
