Frontal-Parietal Network(n=21),Frontal-Parietal Network(n=21).1,Cluster 2 for the Static FC(n=29),Cluster 2 for the Static FC(n=29).1,Cluster 2 for the SampEn(n=23),Cluster 2 for the SampEn(n=23).1
ROI 2,ROI 99,ROI 2,ROI 99,ROI 2,ROI 99
ROI 3,ROI 101,ROI 3,ROI 101,ROI 3,ROI 101
ROI 9,ROI 104,ROI 9,ROI 104,ROI 9,ROI 104
ROI 10,ROI 107,ROI 10,ROI 107,ROI 10,ROI 107
ROI 12,ROI 114,ROI 12,ROI 114,ROI 12,ROI 114
ROI 16,ROI 116,ROI 16,ROI 116,ROI 16,ROI 116
ROI 21,,ROI 21,ROI 5,ROI 21,ROI 8
ROI 22,,ROI 22,ROI 8,ROI 22,ROI 18
ROI 23,,ROI 23,ROI 18,ROI 23,ROI 81
ROI 24,,ROI 24,ROI 19,ROI 24,
ROI 29,,ROI 29,ROI 25,ROI 29,
ROI 34,,,ROI 81,,
ROI 36,,ROI 36,ROI 137,ROI 36,
ROI 88,,ROI 88,ROI 140,ROI 88,
ROI 96,,ROI 96,ROI 155,ROI 96,
