Occipital Network(n=22),Occipital Network(n=22).1,Cluster 5 for the Static FC(n=30),Cluster 5 for the Static FC(n=30).1,Cluster 5 for the SampEn(n=27),Cluster 5 for the SampEn(n=27).1
ROI 106,ROI 153,ROI 106,ROI 153,ROI 106,ROI 153
ROI 118,ROI 154,ROI 118,ROI 154,ROI 118,ROI 154
ROI 119,ROI 156,ROI 119,ROI 156,ROI 119,ROI 156
ROI 123,ROI 157,ROI 123,ROI 157,ROI 123,ROI 157
ROI 126,ROI 158,ROI 126,ROI 158,ROI 126,ROI 158
ROI 129,ROI 159,ROI 129,ROI 159,ROI 129,ROI 159
ROI 133,ROI 160,ROI 133,ROI 160,ROI 133,ROI 160
ROI 135,,ROI 135,ROI 84,ROI 135,ROI 90
ROI 139,,ROI 139,ROI 90,ROI 139,ROI 92
ROI 142,,ROI 142,ROI 92,ROI 142,ROI 132
ROI 145,,ROI 145,ROI 132,ROI 145,ROI 136
ROI 147,,ROI 147,ROI 136,ROI 147,ROI 141
ROI 148,,ROI 148,ROI 138,ROI 148,
ROI 149,,ROI 149,ROI 141,ROI 149,
ROI 152,,ROI 152,ROI 143,ROI 152,
