Cerebellum Network(n=18),Cerebellum Network(n=18).1,Cluster 6 for the Static FC(n=17),Cluster 6 for the Static FC(n=17).1,Cluster 6 for the SampEn(n=20),Cluster 6 for the SampEn(n=20).1
ROI 98,ROI 138,ROI 98,,ROI 98,ROI 138
ROI 109,ROI 140,ROI 109,,ROI 109,ROI 140
ROI 110,ROI 143,ROI 110,,ROI 110,ROI 143
ROI 113,ROI 144,ROI 113,ROI 144,ROI 113,ROI 144
ROI 120,ROI 150,ROI 120,ROI 150,ROI 120,ROI 150
ROI 121,ROI 151,ROI 121,ROI 151,ROI 121,ROI 151
ROI 122,ROI 155,ROI 122,,ROI 122,ROI 155
ROI 127,,ROI 127,ROI 80,ROI 127,ROI 47
ROI 128,,ROI 128,ROI 100,ROI 128,ROI 80
ROI 130,,ROI 130,ROI 146,ROI 130,
ROI 131,,ROI 131,,ROI 131,
