Unnamed: 0_level_0,Default mode network resting-state functional connectivity,Default mode network resting-state functional connectivity,Default mode network resting-state functional connectivity,Default mode network resting-state functional connectivity
Unnamed: 0_level_1,Model 1,Model 1,Model 2,Model 2
Main effects,B,(s.e. b),B,(s.e. b)
Age (in months)???,0.05***,(0.01),0.05***,(0.01)
Sex (REF = Female),−0.25***,(0.02),−0.25***,(0.02)
Race,Race,Race,Race,Race
White,0.04,(0.04),0.04,(0.04)
Black,−0.20***,(0.04),−0.20***,(0.04)
Asian,−0.01,(0.04),−0.02,(0.04)
Native American,0.06,(0.06),0.06,(0.06)
Hispanic/Latinx,−0.02,(0.03),−0.02,(0.03)
Other Race,−0.01,(0.05),−0.01,(0.05)
Family income,0.02,(0.01),0.01,(0.01)
Antidepressant medication,–,–,−0.08,(0.08)
Stimulant medication,–,–,0.07,(0.05)
MDD (REF = No MDD history),MDD (REF = No MDD history),MDD (REF = No MDD history),MDD (REF = No MDD history),MDD (REF = No MDD history)
Past,–,–,−0.06,(0.09)
Current,–,–,−0.46***,(0.14)
ADHD (REF = No ADHD history),ADHD (REF = No ADHD history),ADHD (REF = No ADHD history),ADHD (REF = No ADHD history),ADHD (REF = No ADHD history)
Past,–,–,−0.05,(0.04)
Current,–,–,−0.10**,(0.04)
Suicide ideation (REF = No SI history),Suicide ideation (REF = No SI history),Suicide ideation (REF = No SI history),Suicide ideation (REF = No SI history),Suicide ideation (REF = No SI history)
Past,0.04,(0.04),0.06,(0.05)
Current,−0.27***,(0.08),−0.22**,(0.08)
