Unnamed: 0_level_0,Control(n= 12),Control(n= 12),Schizophrenia (n= 12),Schizophrenia (n= 12),t,df,p
Unnamed: 0_level_1,Mean,SD,Mean,SD,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1
Age,38.8,10.7,36.5,7.9,0.61,20.0,0.55
Gender (F/M),6/6,,4/8,,χ2 = 0.69,1.0,0.41
Education (years),15.1,2.2,14.0,2.2,1.25,22.0,0.22
Current nicotine dependence,2 (16.7%),,6 (50.0%),,χ2 = 3,1.0,0.08
Cigarettes per day,14,5.7,12,7.4,0.47,2.3,0.68
FTND,5,1.4,5,1.7,0,2.1,1.0
Lifetime cigarette use (pack years),6.9,6.9,10.2,9.9,−0.54,2.6,0.63
Nicotine dose (mg),14,6.0,16.3,6.2,−0.94,22.0,0.36
BPRS total score,,,37.5,11.2,,,
Chlorpromazine equivalents (mg/day),,,406,316.0,,,
