Unnamed: 0_level_0,Control(n= 17),Control(n= 17),Schizophrenia(n= 18),Schizophrenia(n= 18),t,df,p
Unnamed: 0_level_1,Mean,SD,Mean,SD,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1
Age,30.8,5.6,38.6,9.7,−2.9,27.0,0.007???
Gender (F/M),8/9,,9/9,,χ2 = 0.030,1.0,0.86
Education (years),14.4,2.4,12.9,2.4,1.9,33.0,0.06
Cigarettes per day,13.4,3.8,16.3,7.9,−1.3,25.0,0.19
FTND,5.4,1.4,5.7,1.1,−0.85,31.0,0.40
Lifetime cigarette use (pack years),9.1,5.5,15.1,10.3,−2.2,26.0,0.04???
BPRS total score,,,48,13.5,,,
Chlorpromazine equivalents (mg/day),,,539,504.0,,,
