Dataset,Diagnostic group,N,Sex,N,Age (years),Age (years)
Dataset,Diagnostic group,N,Sex,N.1,Mean ± SD,Median (range)
FBIRN (discovery),CON,160,Male,115,37.26 ± 10.71,39 (19–59)
FBIRN (discovery),CON,160,Female,45,36.47 ± 11.33,33 (19–58)
FBIRN (discovery),SZ,150,Male,114,38.74 ± 11.78,40 (18–62)
FBIRN (discovery),SZ,150,Female,36,39.06 ± 11.40,36 (21–57)
COBRE (validation),CON,79,Male,55,39.07 ± 12.43,38 (18–65)
COBRE (validation),CON,79,Female,24,34.92 ± 10.23,34 (18–58)
COBRE (validation),SZ,50,Male,42,37.43 ± 15.05,32.5 (19–64)
COBRE (validation),SZ,50,Female,8,43.25 ± 12.78,40 (31–65)
