Unnamed: 0_level_0,Dataset1,Dataset1,Dataset1,Dataset2,Dataset2,Dataset2
Unnamed: 0_level_1,CSM (n = 27),HC (n = 11),p-value,CSM (n = 26),HC (n = 36),p-value
Age (years),57.9 ± 9.1,54.8 ± 8.4,0.34,54.7 ± 8.8,53.7 ± 8.3,0.54
Gender (F/M),12/15,5/6,0.96,12/14,17/19,0.93
Education (years),10.8 ± 2.7,11.6 ± 2.5,0.42,10.7 ± 2.5,11.2 ± 23,0.41
JOA,11.8 ± 1.5,,,11.0 ± 1.8,,
MoCA,23.3 ± 3.3 (n = 15),,,23.2 ± 2.5,,
MMSE,25.1 ± 2.1 (n = 15),,,23.2 ± 1.8,,
