Fequency band,Brain region,Brodmann area,MNI coordinates,MNI coordinates,MNI coordinates,T-value,Cluster size
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,x,y,z,Unnamed: 6_level_1,Unnamed: 7_level_1
Slow-4 (0.027–0.073 Hz),Slow-4 (0.027–0.073 Hz),Slow-4 (0.027–0.073 Hz),Slow-4 (0.027–0.073 Hz),Slow-4 (0.027–0.073 Hz),Slow-4 (0.027–0.073 Hz),Slow-4 (0.027–0.073 Hz),Slow-4 (0.027–0.073 Hz)
PC > NH,,,,,,,
,R inferior temporal gyrus,20,42,−39,−30,−5.4433,45
,L inferior temporal gyrus,20,−48,−39,−2,−4.4161,8
,L heschl gyrus,"41, 42",−39,−24,15,−5.0421,6
NH > PC,,,,,,,
,R putamen,—,24,9,−6,5.2885,26
,L putamen,—,−21,6,−3,4.5976,18
,L precuneus,7,−18,−54,18,7.9703,90
,R posterior cingulate cortex,23,21,−51,18,8.6013,127
,R superior occipital gyrus,18,21,−87,18,5.8254,28
,R angular gyrus,39,51,−57,36,6.1707,32
,L Posterior Cingulate Cortex,31,−6,−48,27,4.5817,13
,R precuneus,7,18,−63,30,5.8248,18
,R superior marginal gyrus,40,54,−45,39,5.9243,22
,L inferior parietal gyrus,39,−36,−60,42,5.1904,14
,L dorsolateral prefrontal cortex,46,−36,27,42,5.2038,11
,R frontal eye field,8,21,30,48,6.2324,22
,L supplementary motor area,6,−12,6,63,5.6375,34
Slow-5 (0.01–0.027 Hz),Slow-5 (0.01–0.027 Hz),Slow-5 (0.01–0.027 Hz),Slow-5 (0.01–0.027 Hz),Slow-5 (0.01–0.027 Hz),Slow-5 (0.01–0.027 Hz),Slow-5 (0.01–0.027 Hz),Slow-5 (0.01–0.027 Hz)
PC > NH,,,,,,,
,R inferior temporal gyrus,20,51,−48,−24,−5.1617,32
NH > PC,,,,,,,
,L Precuneus,7,−18,−54,15,7.8129,93
,R Precuneus,7,21,−51,12,9.3104,78
,R superior occipital gyrus,18,21,−84,15,5.7463,15
,R posterior cingulate cortex,23,3,−33,24,6.4022,45
,R supplementary motor area,6,−6,12,57,5.2753,35
