ROIs,Regions,MNI Coordinate,MNI Coordinate,MNI Coordinate,PeakZ Value
ROIs,Regions,x,y,z,PeakZ Value
L-PUT-VA,Left cerebellum,−26,−68,−60,−3.95
L-PUT-VA,Right MCC,4,0,42,−3.97
L-PUT-DA,Left cerebellum,0,−66,−18,−4.34
L-PUT-DA,Right MCC,4,0,44,−4.23
L-PUT-VP,Right cerebellum,30,−60,−54,−4.68
L-PUT-VP,Right MCC,2,0,44,−4.20
L-PUT-DP,Left cerebellum,−10,−64,−14,−4.65
L-PUT-DP,Right MCC,4,2,44,−4.40
R_PUT-VA,Right cerebellum,10,−64,−14,−5.04
R_PUT-VA,Right MCC,2,2,44,−4.62
R-PUT-DA,Right cerebellum,10,−66,−14,−4.78
R-PUT-DA,Right MCC,2,0,44,−4.21
R-PUT-VP,Left cerebellum,−10,−74,−48,−4.94
R-PUT-DP,Right cerebellum,28,−64,−20,−4.83
R-PUT-DP,Right MCC,2,−2,44,−4.68
