MNI coordinates of maximum voxel,MNI coordinates of maximum voxel,MNI coordinates of maximum voxel,Cluster size (voxels),BA,Peak voxel t-value,Anatomical region
x,y,z,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1
IBS-D > HC,IBS-D > HC,IBS-D > HC,IBS-D > HC,IBS-D > HC,IBS-D > HC,IBS-D > HC
9,–84,–3,236,18/17,4.555,"Bilateral calcarine, bilateral lingual gyrus (peak region: right lingual gyrus)"
9,30,63,276,6/8,5.073,"Bilateral superior frontal gyrus, right middle frontal gyrus(peak region: right medial superior frontal gyrus)"
33,0,63,19,6,4.058,Right superior frontal gyrus
30,–30,66,15,3,4.417,Right postcentral gyrus
IBS-D < HC,IBS-D < HC,IBS-D < HC,IBS-D < HC,IBS-D < HC,IBS-D < HC,IBS-D < HC
–30,39,–6,16,47,–4.489,Left inferior frontal gyrus (orbital part)
15,–3,51,50,6,–4.651,Right supplementary motor area
