Significant regions,Cluster size,Peak MNI coordinate,Peak MNI coordinate,Peak MNI coordinate,F value
Unnamed: 0_level_1,Unnamed: 1_level_1,X,Y,Z,Unnamed: 5_level_1
Dorsal anterior insular,,,,,
A. Paracentral lobule,93.0,-3.0,-36.0,75.0,8.4837
Precentral gyrus,,,,,
Postcentral gyrus,,,,,
Ventral anterior insular,,,,,
A. Left inferior orbital frontal gyrus,147.0,-24.0,15.0,-30.0,10.2982
Left superior orbital frontal gyrus,,,,,
Left superior temporal pole,,,,,
Left superior temporal gyrus,,,,,
B. Left middle frontal gyrus,257.0,-27.0,54.0,6.0,13.9032
Left superior frontal gyrus,,,,,
C. Paracentral lobule,822.0,3.0,0.0,75.0,12.0893
Supplementary motor area,,,,,
Precentral gyrus,,,,,
Postcentral gyrus,,,,,
Precuneus,,,,,
Middle cingulum_,,,,,
Posterior insular,,,,,
A. Right postcentral gyrus,88.0,60.0,-12.0,45.0,10.9103
B. Paracentral lobule,186.0,-3.0,-27.0,78.0,10.1173
Precentral gyrus,,,,,
Postcentral gyrus,,,,,
