Mask type,Rs‐LI method and threshold,Spearman's rho,Spearman's rho
Mask type,Rs‐LI method and threshold,Correlation (r),p‐value
Frontal+temporal,t‐LI vs. intrahemispheric rs‐LI,,
Frontal+temporal,Top 10%,.47,.008
Frontal+temporal,p < .05,.12,n.s.
Frontal+temporal,p < .01,.18,n.s.
Frontal+temporal,p < .001,.22,n.s.
Frontal+temporal,t‐LI vs. rs‐LI difference,,
Frontal+temporal,Top 10%,.43,.017
Frontal+temporal,p < .05,.14,n.s.
Frontal+temporal,p < .01,.23,n.s.
Frontal+temporal,p < .001,.21,n.s.
Frontal+temporal,Intrahemispheric rs‐LI vs. rs‐LI difference,Intrahemispheric rs‐LI vs. rs‐LI difference,Intrahemispheric rs‐LI vs. rs‐LI difference
Frontal+temporal,Top 10%,.97,3.5 × 10−18
Frontal+temporal,p < .05,.15,n.s.
Frontal+temporal,p < .01,−.10,n.s.
Frontal+temporal,p < .001,−.06,n.s.
Frontal,t‐LI vs. intrahemispheric rs‐LI,,
Frontal,Top 10%,.53,.002
Frontal,p < .05,.08,n.s.
Frontal,p < .01,.18,n.s.
Frontal,p < .001,.22,n.s.
Frontal,t‐LI vs. rs‐LI difference,,
Frontal,Top 10%,.51,.004
Frontal,p < .05,.19,n.s.
Frontal,p < .01,.29,n.s.
Frontal,p < .001,.27,n.s.
Frontal,Intrahemispheric rs‐LI vs. rs‐LI difference,Intrahemispheric rs‐LI vs. rs‐LI difference,Intrahemispheric rs‐LI vs. rs‐LI difference
Frontal,Top 10%,.96,2.2 × 10−16
Frontal,p < .05,.08,n.s.
Frontal,p < .01,.05,n.s.
Frontal,p < .001,−.02,n.s.
Temporal,t‐LI vs. intrahemispheric rs‐LI,,
Temporal,Top 10%,.41,.026
Temporal,p < .05,.13,n.s.
Temporal,p < .01,.11,n.s.
Temporal,p < .001,.20,n.s.
Temporal,t‐LI vs. rs‐LI difference,,
Temporal,Top 10%,.51,.004
Temporal,p < .05,.31,n.s.
Temporal,p < .01,.33,n.s.
Temporal,p < .001,.23,n.s.
Temporal,Intrahemispheric rs‐LI vs. rs‐LI difference,Intrahemispheric rs‐LI vs. rs‐LI difference,Intrahemispheric rs‐LI vs. rs‐LI difference
Temporal,Top 10%,.90,1.4 × 10−11
Temporal,p < .05,.25,n.s.
Temporal,p < .01,.32,n.s.
Temporal,p < .001,.12,n.s.
