Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,95% CI,95% CI
Variables,β value,p value,lower,upper
Fantasy subscale,0.0042,0.0459*,0.0001,0.0084
MCS score,−0.0013,0.2932,−0.0038,0.0012
PCS score,0.0011,0.4236,−0.0016,0.0038
