Brain region,Brodmann area,MNI coordinates,MNI coordinates,MNI coordinates,Clusters size,t-value
Unnamed: 0_level_1,Unnamed: 1_level_1,x,y,z,Unnamed: 5_level_1,Unnamed: 6_level_1
Regions showing increased fALFF in the rTMS group relative to the control group,Regions showing increased fALFF in the rTMS group relative to the control group,Regions showing increased fALFF in the rTMS group relative to the control group,Regions showing increased fALFF in the rTMS group relative to the control group,Regions showing increased fALFF in the rTMS group relative to the control group,Regions showing increased fALFF in the rTMS group relative to the control group,Regions showing increased fALFF in the rTMS group relative to the control group
Superior temporal gyrus,22,39,24,−18,149,8.49
Inferior frontal gyrus,47,6,−57,−27,120,10.03
Parahippocampal gyrus,36,3,6,−21,138,13.78
Regions showing decreased fALFF in the rTMS group relative to the control group,Regions showing decreased fALFF in the rTMS group relative to the control group,Regions showing decreased fALFF in the rTMS group relative to the control group,Regions showing decreased fALFF in the rTMS group relative to the control group,Regions showing decreased fALFF in the rTMS group relative to the control group,Regions showing decreased fALFF in the rTMS group relative to the control group,Regions showing decreased fALFF in the rTMS group relative to the control group
Middle temporal gyrus,21,−54,0,−27,136,−12.39
Middle frontal gyrus,11,45,36,−21,165,−6.65
Fusiform gyrus,36,−6,−27,3,139,−10.03
