Cluster volume (mm3),T,Peak MNI coordinates (mm),Peak MNI coordinates (mm),Peak MNI coordinates (mm),Brain regions
Cluster volume (mm3),T,Unnamed: 2_level_1,Unnamed: 3_level_1,Unnamed: 4_level_1,Brain regions
Cluster volume (mm3),T,X,Y,Z,Brain regions
103,−4.9492,−9,−39,72,Left posterior central gyrus
33,−4.7336,18,−48,66,Right posterior central gyrus
21,−3.9435,60,−33,24,Right inferior parietal lobule
24,−4.4906,−60,−39,24,Left inferior parietal lobule
70,−4.3673,−27,−18,0,Left lenticular nucleus
21,−4.3119,15,6,−3,Right lenticular nucleus
59,−4.8702,9,−12,12,Right thalamus
200,−4.3931,−3,3,48,Left medial frontal gyrus
22,−4.6296,−54,−6,18,Left anterior central gyrus
19,−3.7749,33,−9,6,Right insula
106,−4.597,−48,−21,9,Left transverse temporal gyrus
76,−4.8271,0,−45,−12,Left anterior lobe of cerebellum
