Brain region,BA,Voxel size,Peak MNI coordinates (mm),Peak MNI coordinates (mm),Peak MNI coordinates (mm),Peak t-values
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,X,Y,Z,Unnamed: 6_level_1
Left dlPFC,,,,,,
SNHL patients > healthy controls,,,,,,
Right cuneus,18,28.0,15.0,-81.0,18.0,4.3364
Right calcarine sulcus,17,25.0,27.0,-51.0,6.0,4.4442
Right superior temporal gyrus,22/41/42,87.0,51.0,-30.0,6.0,5.0824
Supplementary motor area,6,42.0,6.0,0.0,75.0,4.4006
Left fusiform gyrus,37,118.0,-21.0,-45.0,-3.0,5.1345
Right dlPFC,,,,,,
SNHL patients > Healthy controls,,,,,,
Right superior temporal gyrus,41/42,40.0,51.0,-27.0,6.0,5.3037
Left lingual gyrus,18,36.0,-21.0,-45.0,-3.0,5.5005
,,,,,,
