ECM contrast of positive vs. negative music stimuli,ECM contrast of positive vs. negative music stimuli,ECM contrast of positive vs. negative music stimuli,ECM contrast of positive vs. negative music stimuli,ECM contrast of positive vs. negative music stimuli
Area,Vol. (mm3),z‐value (mean ± SD),z‐value (max),MNI‐coord.
Post. cingulate sulcus (area 23c),432,−2.70 ± 0.38,−3.72,"−3, −39, 58"
SFGp (BA6 left),999,2.70 ± 0.34,3.74,"−18, 0, 76"
SFGp (BA6 right),"2,133",2.81 ± 0.50,4.56,"24, 3, 67"
